Tweet_index	Tweet_text	Label
99	 number v number  s&d matches are just so fun.	1
100	i just loveee bein short and having my sweatpants go all the way under my feet its so fun.  emote pile of poo	1
101	i love waking up at  number  am on a saturday morning after going to bed at midnight	1
102	a day where  ruled  @ username @ , i got followed by  @ username @ . wht a  day!! lollllll.	1
103	jusuf nurkic # bulls * rt @ username @ : he clearly has a lot of talent. kind of amazing that denver got him and gary harris for mcdermott.	0
104	i do not even have progress on my thesis tas preparations for our event this thursday  emote weary face	0
105	gym and i are going to have a reeeaaalll nice date tomorrow. # im going to struggle * # vs fs  number  *	1
106	sony pulled a movie bc we are scared of a country that cannot even keep its lights on at night? even motel  number  can do better than that. # zing *	0
107	had a nice  number  hour nap. picking up my chinese take-out and set to watch # guardians of the galaxy * @ username @ i added water chestnuts to my dinner	0
108	 @ username @   @ username @  the bears are probably the worst franchise in football at the moment.	0
109	i am so pissed off at chicago. like the people at the airport ruined so many peoples chances of ever meeting the boys  emote expressionless face emote expressionless face emote expressionless face. way to go	1
110	hell has frozen over. literally. # texas  number  *	0
111	can you write your name on a paper and take a picture . — i can but i am busy answering this question oh.   url 	1
112	its a marshmallow world in the winter emote multiple musical notes # get this out of my head *	0
113	taking the bike through rainy and cold dark streets to the dentist. yaaaay. # so much fun *	1
114	reading about barack obama in the barack # obama * plaza # money gall * oh the url	1
115	that is the face of a tired man hahahahah	0
116	we want turkey!!	1
117	 @ username @  happy to be of some small service ;)  @ username @   @ username @ 	0
118	choose your words carefully hurting someone feelings is not the right way to go.	0
119	what a joke. thanks for the detailed response and communication with your customers.   @ username @   @ username @ 	1
120	 @ username @  asalamoalekum.  emote smiling face with open mouth kesay mizaj ? thank you so much. it was posted on  number nd december  number . already there.  emote smiling face with halo	0
121	feeling artsy tonight. # artsy home alone vienna student life * @ b&e's apartment url	0
122	showed mom this picture of me and @ username @ & says  this is grunge  and she goes  haha!! i love it!  # mom goals * url	0
123	 @ username @  explains why inter went all calciopoli over juventus.	0
124	i pray god comes back in america and saves us all.	0
125	# libby * # lane * # appointment * # women * # bishops * # debate * # over * the appointment of the reverend libby lane as the. url	0
126	sad that when someone drinks they treat you like shit and will not talk to you.	0
127	we provide a structure that ensures you will successfully invest in real estate.  url   @ username @ 	0
128	 @ username @  ask a liberal and he will tell you obama got us out of iraq and won the afghan war.and no one ever died under his watch.	0
129	why am i sick? *looks at other tweets* oh yeah sex. # lame *	1
130	working a double on  number  hours of sleep here we go let us get it	1
131	for those of you that love this time of year.   url 	1
132	in other news i have not had a good nights sleep in a week. i feel great.	1
133	the pure # reality * of . url	0
134	# diy * change your # mobile cover * every day now. enjoy! url	0
135	happy  number nd anniversary to me in sgv. happy ot here in client. woohoo. i loooooove my job. super. more years to go!!!!!!!!!	1
136	@ username @ because of all the things in life this seems to be in # balance *  music- medicine, @ username @ - doctor #superdaylineup	0
137	@ username @ @ username @ i guess that means msm will dig something up to smear barkley now.#ferguson	0
138	jimi agbaje is a fine man.in respect to public service what notable landmark has he achieved?  tested jimi.  url 	0
139	@ username @ good thing we had enough # white wine * and # christmas trees * to survive if needed. # chard so hard * # fashion * ;)	1
140	 @ username @  why all the delays?  happy	0
141	the fun part about  number  am drives in the winter, is no one has cleaned the snow yet	1
142	i miss the days when all my close friends lived in the same city.	0
143	so it is claimed that  number % of all russian athletes take performance enhancing drugs. there is a surprise	1
144	 @ username @  is that  ?	0
145	shoutout to my mom for being hella supportive of me	1
146	 @ username @  you may also see flags of isis with him  is this govt and ch nisar do not admit :'(	1
147	 @ username @  that is funny	1
148	do you want more period related post or do you like how i post some personal things here on instagram?  url 	0
149	url # anal screen * # exotic * exotic brunette gets her little tight butt nailed right on the office desk	0
150	 @ username @  what time is the ufc press conference tomorrow with names of numerous fighters getting cut	1
151	# terror * on high seas . fishing boat, allegedly from # pakistan * blows up at sea . url	0
152	# what matters to me is gym holidays work the hell out * url	0
153	i like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it   emote face with tears of joy	1
154	 @ username @  hate it. go back to the old format please.	0
155	 @ username @  its a week joke i have with jessica and my niece emote person raising both hands in celebration	0
156	 @ username @  you seriously bought a giant tv to play in the box?	0
157	haha who the fuck says that to someone#truegentlemen	1
158	if you do not want hall to eventually ask for a trade then hope for consistency in the message. change too much you might as well start over	0
159	@ username @ @ username @ wow. that here though, sorry grandpa, we use mac these days # welcome to the world * # never argue with fools *	0
160	@ username @ i liked the first one. never cared enough to watch the sequel(s?). that said, i will only watch the # reboot * because of # chris pratt *	0
161	# working blues enough vacation days * url	0
162	 @ username @  the badger crusade continues.  gloucestershire badger patrols triggered by illegal trapping fears   url 	0
163	 @ username @  i also support instantly murdering  number  year olds with fake plastic guns in public parks.	0
164	auntie just called and said she is on her way. i better get dressed then  emote astonished face emote face with tears of joy emote face with tears of joy	0
165	ahhh  number  a.m bedtimes, how i have missed you # exam problems *	1
166	nerd # pic collage * having a bit of fun with georgia # nerd chi stm as * # silly billy * @ chilling on my comfy. url	0
167	 @ username @  i think it was the hotel owners.	0
168	 @ username @ : one day i want to travel with my bestfriend  emote earth globe asia australia emote airplane️  url  done did traveled da world!!  @ username @   emote heavy black heart️	0
169	 @ username @   @ username @   @ username @  again fans come second. thanks again	1
170	when you return in kind then so called friends label you as being unkind. :)	0
171	sometimes i just do not understand anything #stubborn url	0
172	that was the cutest thing ever  emote smiling face with heart shaped eyes emote face throwing a kiss	0
173	oh how i love that my ass is too big to fit into my jeans anymore. # big booty bitches *	1
174	 @ username @  does not lucky and fortunate mean the same thing?	1
175	i enjoy stealing my husband hat every once in awhile emote smiling face with heart shaped eyes emote face throwing a kiss emote flushed face # he yy all * # good morning * url	0
176	 @ username @   @ username @   @ username @  his tweet in the context of his history is what makes it a clear bait.	0
177	insanity is doing the same thing twice and expecting different results	0
178	 number  hours sleep yay loving life	1
179	wow, look at you hotshot. # is that a joke *	1
180	@ username @ cannot wait to play the # bf hardline * beta with you xd # epic *	0
181	contemplating responding to  @ username @ 's tweet saying  what remains of their pride  but not sure how well that will go down 	1
182	having to be up in four hours sounds great	1
183	oh and now the district line has major signal failures and delays fantastic!!!	1
184	 @ username @   @ username @   @ username @  sure that will end well	1
185	country music & photo editing, my type of morning  emote black sun with rays️ emote multiple musical notes	0
186	lol. micromax is promising that service?   url 	1
187	its so hard to choose between the pleasure and the pain # girl * # december * # love * # dream * # strong * url	0
188	 @ username @  adrian was raised that way and he made it to the nfl. maybe he thought that would motivate his kid to get there too?	1
189	she heard him cry and his little fingers & toes were counted and mary exclaimed  he is perfect!   oh mary, you so cray cray. 	1
190	my secret name is lizard squad. i like to ruin people's fun time. follow and rt to a billion and you shall have fun. # psn * # give it up *	1
191	sexist article in the daily fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £ number .	1
192	 @ username @  you tweet about having a flip phone? now that is the definition of	0
193	 @ username @  yea we was we too only a couple schools played black & not its a black dominate game	1
194	do not forget to join @ username @ for # steak * night tonight starting at  number pm! # nyc * # food * # food ie *	0
195	 @ username @   @ username @  i do not think i have ever seen love actually all the way through. i tried once last year. i do not remember it.	0
196	 @ username @   @ username @   @ username @  my,nephew stopped a lot. his long hair. looks like a drug dealer. never smoked anything pills?not an aspirin.	0
197	# q z  number  * asks permission to # takeoff * # tower control * of # suru bay a * yeah.y can go.away.	0
198	@ username @ @ username @  answer  number - more than  number  artists  #winsunburnpasses	0
199	 @ username @   @ username @  not playing out in the provinces like, oh, mississippi.	1
200	church sign of the day: how would you feel if we celebrated your birthday without you? emote speak no evil monkey # stole em * # the reason for the season *	0
201	@ username @ : @ username @ it has the word man in it!! just as sexist as saying mail man instead of mail carrier. # michigan man *	1
202	did you know ? if you are reading this right now you are not blind.lol.	1
203	 @ username @   @ username @  yeah & we will not talk about how the bodies of the  number  cops killed in bk were ambulanced immediately. elitism at its finest.	0
204	love this weather	1
205	 @ username @  psssst. you spelt 'thing'  wrong   	0
206	url what day is the sabbath? # follow * # jesus * # christ * # fbc * # fbc j a x * url	0
207	tough day in sun # kitsch funny * @ costa teguise lanzarote url	0
208	 @ username @  if  @ username @  exclude bf number  maps from the poll. i am going to riot!! i really want seine crossing back  emote loudly crying face  emote loudly crying face i would pay for it!!	0
209	i love  number  hour shifts   emote weary face emote weary face emote weary face	1
210	the whole # misogyny * thing is hanging in there with women from the right . a cat fight now ?, imagine pulling that on the left # pm live *	1
211	yea, yea that is logical.	1
212	over on cbs at noon is # bal vs mia * fox has # sea vs phi * after the # saints * # nfl *	0
213	so aaron sorkin goes on  @ username @   to talk about not liking the media talking about sony hack? using media to bitch about media?	1
214	you have no argument because you are insane  @ username @   @ username @   @ username @   @ username @   @ username @   @ username @ 	0
215	# ferguson riot tips * remember, the only way ppl listen is if you burn down their stores  #ferguson # vito and vito * # waar media * # t cot * # y cot *	1
216	my fingers smell like lavashak :)	0
217	# not cie s * # eu * juncker receives birthday surprise: one million signatures opposing ttip and ceta url	0
218	# forever * # young * forever # out * forever in # our * # hearts *  #rip # phillip joel hughes * @ username @ @ username @	0
219	last day in naples with my emma girl! emote palm tree emote black sun with rays#soeasytotakeapicwithatoddler #  number  w ks and counting * url	1
220	say no more. # big club * url	1
221	 @ username @  anytime! cash is acceptable every where. and can be used toward whatever they want/need.	0
222	 @ username @  nah, it is better we all act like the north korean govt and police people's private thoughts.	1
223	 @ username @  my  number -year-old got it for me! i think macy's  url 	0
224	blowing your nose so hard your ears pop is the greatest way to start a wednesday.	1
225	today's court proceedings, allowing prisoners access to books in england & wales, surely confirms it has time to limit judicial review.	1
226	yay i love being awake at  number  in the morning  emote grinning face emote pistol	1
227	off to a slow start this morning .  emote weary face	0
228	 @ username @  getting power from wind is so outdated and unsightly, we should be siphoning it directly from the sun by now.	1
229	really looked forward to waking up this early for finals.	1
230	oh how i love listening to fox news in the background while opening presents.	1
231	those bad anonymous and occupy people did it all because they support white supremacy	1
232	@ username @ @ username @ well that is a completely well reasoned and thought out argument. you have changed my mind!!! # ferguson *	1
233	 @ username @  yeah no i am still laughing. it is not even that funny and i am still laughing	0
234	 @ username @   @ username @  gotta be a joke about tootin a horn somewhere	0
235	gotta go out with him and the third,forth,fifth.wheels.  # winter thought *	0
236	cc:  @ username @  my last tweet. wayne's world is a great movie.	1
237	 @ username @   @ username @  zero place for that. when the karma train finds raiola, i hope it has a full head of steam	0
238	earn cash by posting & tweeting!   url   get started at url   #cashforcontainers # home based business * # lol *	0
239	oracle on windows  number . this should be fun!	1
240	last day of classes # trill * except finals whoop	1
241	you blame him for everything else  @ username @   @ username @   @ username @   @ username @   @ username @   @ username @   @ username @ 	0
242	with dropping oil prices, thank goodness # pm harper * has worked so hard trying to tie our economy to the oil & gas sector. # cd n poli *	1
243	when singing along to songs in korean and there is a part in english, i sing it with a korean accent. why.	0
244	save your work folks. i am offically cntrl-alt-deleting this week.	0
245	i am glad andy can tweet all day but not text me back. # loved *	1
246	: when some masseuses offer  soothing  massages the way reviewers offer stinging criticisms. # masseuse reviewer * # massage criticism *	1
247	@ username @ # it * shows you that apc is a free and fair party#run by intellectuals#and this is what we call democracy dictatorship#	0
248	 @ username @   @ username @   @ username @  how dare you accuse me of being a boomer.	0
249	hungry and hungover # a * # good * # day *	0
250	oi na how am i functioning right now # sleep deprived *	0
251	 @ username @  i literally do not know	0
252	@ username @ @ username @ what does pti do apart from whining? # youth i a cras y *	1
253	true   url 	1
254	 @ username @   @ username @   @ username @  tells someone to spell correctly while completely fucking up his tweet	1
255	my solo costume so far is charcoal grey bottoms. making some real progress.	1
256	pay ghost soldiers in iraq & cut pay of us # military * # keep your promise * @ username @ @ username @ @ username @ url	1
257	.but then it started itself and made the windows noise. so starts this exciting day of mine.!	1
258	 @ username @  me and you are the only ones that love it  emote smiling face with open mouth and tightly closed eyes emote father christmas emote party popper emote multiple musical notes	0
259	in need of a rose winee emote wine glass emote wine glass	0
260	yesterday # peshawar attack * was a top tag and today the only thing twitter nation seems to be concerned about is # pti kept pak first *	1
261	my whole life is just  oh ok .	0
262	leg snapped alike a twig and after i completed my front flip i screamed like a hungry newborn baby	0
263	# succes * # it * # is * # about * # what * # we * # see * # if * # we * just # keep * # hope * # and * # never * # give * # up * # success * # is * url	0
264	i can already tell today is going to be a wonderful day	1
265	 @ username @   @ username @  junior got a rim shot for a 'rim job' joke.	1
266	found out the reason that weekend closer makes my life miserable is because i am atheist. # hypocrite * # atheist problems * # server problems *	0
267	staying # casual * # monday * # fun day * # oo td * # fashion * # style * # all you need is style * # today im wearing * url	1
268	 @ username @  so so problematic. god bless her. it is a shame what have we done to pakistan. :(	0
269	# torture report * trending; i was not aware j.k. rowling released her new book.	1
270	 @ username @   @ username @  too sad. local now!	1
271	 @ username @  wtf thanks for saying bye	1
272	ahh gotta love those december electric bills.	1
273	 dead? why is this stupidest of memes still perpetuated?	1
274	when someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty.	1
275	great, i have got a lung infection. this is fun. :/   # not fun * # miserable *	1
276	jeez it has a lovely morning out!! emote dash symbol emote droplet emote splashing sweat symbol emote thumbs down sign # ireland * # december *	1
277	 @ username @  i need a spot for my birthday	0
278	 @ username @  i do not think. i know!	0
279	i love when people leave their smelly shoes in my car. it makes my car smell great!	1
280	@ username @ what is the rush? his leg is still attached right? # dr d abo *	1
281	 number  mph winds make a great hair fan for a photo shoot.  emote smiling face with open mouth	1
282	gotta love working the day after christmas # smelly a *	1
283	is  i have to go.my gelding is struggling with dystocia  a valid excuse.i just want to see the (lack of) reaction # when you see it *	1
284	. @ username @ i love the # gamer gate * concept of harassing and spamming porn at any critics as proof that you are not a hate group.	1
285	the thing i love the most about coming into work early? having everyone ask me why i am here so early. gets me every time. # annoying *	1
286	thanks @ username @ , for nothing. all my family were flying with you from kl to attend my wedding. # everyone can fly * # adelaide route cancelled *	1
287	@ username @ @ username @ # he * did not know that before putting him there#they all reck our country#pdp clans do not deserve another day even months	0
288	 @ username @  could do with someone making me a hot chocolate right now ahaha	0
289	me at restaurants: is there wi-fi? me at beach: is there wi-fi? me at family parties: is there wi-fi? me in hell: is there wi-fi? # wi fi *	0
290	love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers.   emote see no evil monkey	1
291	do not # text * and # drive * either. url url url	0
292	 @ username @   @ username @  really?! unbelievable! you mean he was a thug & criminal?	1
293	always going to be an uphill battle, sometimes i am going to have to lose.	0
294	today i do not feel like doing anything 	1
295	url in light of the # murders * of two nypd officers inspired by # i cant breathe * should. url	0
296	@ username @ he def came out the closet on that and  number  dunk # rudy gay *	0
297	people at my school only talk about sex and drugs. so awesome	1
298	perfect time to get really sick   emote tired face emote face with medical mask	1
299	 @ username @  funny	1
300	the # hardest * thing's # knowing * & # having * the # faith * to # keep * # going * url	0
301	bush 'fully informed' of cia methods  url  no?? really?? shocking.	1
302	your jedi mind tricks do not work on me service guy.  glad i dropped the car off for the oil change instead of av.	0
303	i often worry that wealth does not  have enough influence in society, so pleased to see this being addressed   url 	1
304	 @ username @ , @ username @ , women say  number  man asltd them, y so long  number  say sumtin? & the young  number s, where the parents? hotel wit grn ass man? smh	0
305	some  new  vinyl on the turntable tonight. here's to you joe. @ username @ # joe strummer * # sandinist a * url	0
306	 @ username @  who you calling bottle job i will take teeth. yeah i am game mate, at training tonight too, i will remember your hat	1
307	to all those who held back in #  number  * start again in #  number  * as.   @ username @ : it is never too late to start! url  	0
308	i am so funny	1
309	song of the day:  love like winter  - a fire inside.	0
310	thank you occ for being concerned enough about my safety driving to school to cancel classes.	1
311	oh sprints i love you   url 	1
312	# wreath across america * # j a x * it is finnished url , # honor * # fallen heros * in jax   url url	0
313	heading to my nanas place its going to be so fun	1
314	big thanks to my teachers for the four tests i have to take tomorrow # woohoo *	1
315	last semester i dropped a class because i had to write a  number pg paper. this semester i have had to write  number  of them	1
316	 @ username @  its my workhorse, practically glued to my hand  url 	0
317	prevents blood clots! more like stops blood circulation # surgical stockings * # attractive * url	1
318	bet that was # limbs * in the sunderland end	0
319	thanks mother nature. you did not give us as snow day and now my twitter is filled with people complaining	1
320	you know it is going to be a great day when you are garmin resets itself and you spill some cinnamon down yourself # slow clap *	1
321	@ username @ they are all written out in a gold gel pen waiting! i hate how are relationship consists of twitter messaging # fulfilling *	0
322	 @ username @  you need to, it is an experience to say the least	0
323	 @ username @   @ username @  johny ur cracking me up on facebook chatting up my mate  emote smiling face with open mouth and tightly closed eyes emote smiling face with open mouth and tightly closed eyes emote smiling face with open mouth and tightly closed eyes	0
324	 @ username @  weeeeee! you too! i love that xbox live and playstation network are down due to hackers on christmas.	1
325	$bidu up  number %. officially announced uber stake. $bidu has market cap of $ number . number  billion. uber should top that in next vc round, right?	1
326	check this out!  so # ugly * # christmas * # sweater ebay ipad * url	0
327	i just love not being able to sleep. # so tired *	1
328	 @ username @ : so psn and xbox live are both down on a day many people get new video games.  north korean hack?  emote tired face	1
329	 @ username @  tried to cut and paste a tweet from sa mining where they got go green consulting . it is in my timeline.	1
330	i seriously loveeeee how much you care	1
331	you know what is awesome? when all your gear (sliders, dolly, monitor, etc) gets delivered @ the end of filming. # so mad at band hand adoram a *	1
332	dayumm!! chtis brown is ma maaayuun!! emote face with tears of joy emote face with tears of joy emote face with tears of joy  url 	0
333	@ username @ now, tomorrow productivity at work would be hampered. # get me toe vc *	0
334	 @ username @ : stay faithful or stay single	0
335	absolutely love waking up to snow	1
336	 @ username @   @ username @  i believe we have n that has y we suck.	0
337	 number .  yes  was the reply. these are public dollars being used. what is with this lack of transparency around union pearson express? # to poli *	0
338	@ username @ @ username @ @ username @ @ username @ the jets have pick  number  in the  number  draft the irony blows my mind! # nfl draft *	1
339	 @ username @  like i need to be reminded of bp cup competition dates!	1
340	 @ username @   @ username @   @ username @  awesome! and well deserved.	0
341	 @ username @   @ username @   @ username @  yes! vote for satan ( @ username @ ) in  number !!!!	1
342	moron, no one has ever said a ball is square # straw man * @ username @ @ username @	0
343	your friends will bring you down because they fucked up what they had males & females  me fool !	0
344	@ username @ @ username @ : that is quite an interesting number coz i managed to read only  number  but i will surely make it in #  number  *	0
345	@ username @ and we know abt the  goal  that (never) crossed the line # holier than thou * # henry is a legend *	1
346	@ username @ is not it obvious # s adh vi * case and # rape * cases are  number  different things. you cannot co-relate both thngs to  number  sentence	1
347	aw thanks mother nature. merry christmas to you too!	1
348	what an eventful day.   emote victory hand️	1
349	day  number   joyous day  # december challenge * # picture * speaks for itself # co state guise * # beach peace  number  nd * home#. url	0
350	 @ username @   @ username @  no, it is not. wr's are dime a dozen and completely replaceable. which is why the packers will not overspend to retain him.	0
351	japan's # a be * # gets * # the * # mandate * # he * # wanted * # * # but * the # recovery * he wanted: japan's prime minister shinzo. url	0
352	i got tampons!   url 	1
353	for those who can hear us, @ username @ talks about nb power's record number of outages.  time  # transmitter problems *	1
354	# global warming * would be nice right now if it were only true!  call # al gore *  number  burn money  number  # christmas *   #ｆｏｌｌｏｗ url	0
355	 @ username @  you truly are my son.	0
356	i just love  number  question tests in the morning.	1
357	at url -- # sketch * # today * # spud shed * # fresh * # fruit * .only.for.eating # for drawing as well * # drawing * # perth *	0
358	 @ username @  will not our national hockey expert at  number  sussex drive join you??	1
359	this is what  looks like, right?  url 	0
360	has @ username @ @ username @ shown up to speak with # z emir be gic * family yet?	0
361	let us all do only squats and deadlifts until we hurt ourselves --really really good trainers # fitness motivation *	1
362	# bbc * # news * -- # thailand * # crown * # prince's * # wife * # resigns * # from * # royalty * url	0
363	first photos of the infiniti vision gt concept emerge  url 	0
364	 @ username @  racism is pooled in liberal democrats. democrats must foment racism and division to maintain control. divide and conquer.	0
365	 @ username @  so, this topless feminist was just looking for someone to love?	1
366	 @ username @   i feel bad for the american people, now we should invade their country in kill their children so we can save them  	1
367	i am such a good friend.   url 	1
368	 @ username @  wow, that is just so funny.	1
369	just flossed and then ate right after # inconvenient *	1
370	 @ username @  no reasons given. some waited expecting a call but only found they were not chosen from media announcement	0
371	 @ username @  ill see if i can  emote winking face	0
372	sysdig cloud - the fascinating world of linux system calls < reminds me of my solaris dtrace days in early  number 's  url 	0
